title,mediaType,eps,ongoing,startYr,finishYr,sznOfRelease,studios,tags,contentWarn,watched,watching,dropped,rating,votes,duration
Haganai: I Don't Have Many Friends NEXT,TV,12,FALSE,2013,2013,Winter,['AIC Build'],"['Comedy', 'Ecchi', 'Harem', 'Otaku Culture', 'School Club', 'School Life', 'Based on a Light Novel']",[],21623,909,310,4.106,15700,
Monsuno 3rd Season,Web,13,FALSE,2014,2014,Summer,['Larx Entertainment'],"['Action', 'Adventure', 'Fantasy', 'Original Work']",[],56,2,1,4.106,27,
House of Five Leaves,TV,12,FALSE,2010,2010,Spring,['Manglobe'],"['Drama', 'Seinen', 'Slice of Life', 'Feudal Japan', 'Gangs', 'Historical', 'noitaminA', 'Samurai', 'Swordplay', 'Thieves', 'Based on a Manga']",[],3335,411,301,4.105,2939,
Pokemon XY & Z,TV,47,FALSE,2015,2016,Fall,['OLM'],"['Adventure', 'Fantasy', 'Shounen', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Tournaments', 'Based on a Video Game']",[],3010,454,149,4.106,2053,
Plastic Memories,TV,13,FALSE,2015,2015,Spring,['Doga Kobo'],"['Drama', 'Romance', 'Sci Fi', 'Androids', 'Non-Human Protagonists', 'Robots', 'Original Work']",[],15990,2053,1385,4.105,13237,
Hakuouki: A Memory of Snow Flowers,OVA,6,FALSE,2011,2012,,['Studio Deen'],"['Action', 'Feudal Japan', 'Historical', 'Samurai', 'Based on an Otome Game', 'Based on a Visual Novel']",[],2879,179,65,4.104,1831,
5 Centimeters per Second,Movie,1,FALSE,2007,2007,,['CoMix Wave Films'],"['Drama', 'Romance', 'Childhood Friends', 'Trains', 'Unrequited Love', 'Original Work']",[],47105,668,558,4.105,35170,24
Beyond the Boundary: Shinonome,DVD Special,1,FALSE,2014,2014,Summer,['Kyoto Animation'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Urban Fantasy', 'Based on a Light Novel']",['Violence'],5239,56,14,4.105,3409,
Nodame Cantabile OVA 2,OVA,1,FALSE,2010,2010,Spring,['J.C. Staff'],"['Comedy', 'Josei', 'Romance', 'Europe', 'Shorts', 'Based on a Manga']",[],3179,25,21,4.104,1949,
Black Jack Final,OVA,2,FALSE,2011,2011,Winter,['Tezuka Productions'],"['Drama', 'Shounen', 'Doctors', 'Kidnapping', 'Medical', 'Based on a Manga']",[],526,14,6,4.104,270,
Children Who Chase Lost Voices,Movie,1,FALSE,2011,2011,,['CoMix Wave Films'],"['Adventure', 'Fantasy', 'Romance', 'Contemporary Fantasy', 'Isekai', 'Original Work']",[],9498,159,76,4.104,7063,
Nisekoi,TV,20,FALSE,2014,2014,Winter,['Shaft'],"['Comedy', 'Harem', 'Romance', 'Shounen', 'Slice of Life', 'Childhood Promise', 'Fake Romance', 'Gangs', 'Romantic Comedy', 'School Life', 'Tsundere', 'Yakuza', 'Based on a Manga']",[],27399,2713,1564,4.103,21539,25
Hidamari Sketch x SP,TV Special,2,FALSE,2011,2011,,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],904,16,9,4.102,607,
Arakawa Under the Bridge x Bridge,TV,13,FALSE,2010,2010,Fall,['Shaft'],"['Comedy', 'Romance', 'Seinen', 'Gag', 'Based on a Manga']",[],8746,715,435,4.102,6711,
Yuru Yuri Nachu Yachumi!+,TV Special,2,FALSE,2015,2015,,['TYO Animations'],"['Comedy', 'Seinen', 'Slice of Life', 'Based on a Manga']",[],1577,44,11,4.102,1168,
Scissor Seven Specials,Web,4,FALSE,2018,2018,,[],"['Action', 'Comedy', 'Birds', 'Chinese Animation', 'Short Episodes']",[],190,4,5,4.101,126,
Birdy the Mighty: Decode 2,TV,12,FALSE,2009,2009,Winter,['A-1 Pictures'],"['Action', 'Sci Fi', 'Seinen', 'Aliens', 'Body Sharing', 'Non-Human Protagonists', 'Police', 'Based on a Manga']",[],5998,302,135,4.1,4257,
Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection,Movie,1,FALSE,2017,2017,,['Seven Arcs Pictures'],"['Action', 'Fantasy', 'Magical Girl', 'Sci Fi', 'Contemporary Fantasy', 'Henshin Heroes', 'Magic', 'Siblings', 'Superpowers', 'Urban Fantasy']",['Violence'],285,11,5,4.101,192,
To Love Ru: Darkness OVA,OVA,6,FALSE,2012,2015,,['XEBEC'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Love Triangle', 'Non-Human Protagonists', 'Panty Shots', 'Based on a Manga']","['Nudity', 'Sexual Content']",5263,2233,162,4.1,4868,
Genshiken,TV,12,FALSE,2004,2004,Fall,['Palm Studio'],"['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'College', 'Doujinshi Industry', 'Manga Industry', 'Otaku Culture', 'Parody', 'Satire', 'School Club', 'School Life', 'Based on a Manga']",[],14518,708,774,4.1,10701,
The Familiar of Zero F,TV,12,FALSE,2012,2012,Winter,['J.C. Staff'],"['Comedy', 'Fantasy', 'Isekai', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'School Life', 'Tsundere', 'Based on a Light Novel']",[],21578,1021,461,4.099,15160,
"Say ""I love you.""",TV,13,FALSE,2012,2012,Fall,['Zexcs'],"['Drama', 'Romance', 'Shoujo', 'Slice of Life', 'School Life', 'Based on a Manga']",[],32631,2080,1240,4.099,23908,
Beyond the Boundary,TV,12,FALSE,2013,2013,Fall,['Kyoto Animation'],"['Action', 'Drama', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'School Life', 'Urban Fantasy', 'Based on a Light Novel']",[],29759,2750,1543,4.099,23189,
Kishibe Rohan wa Ugokanai: Mutsukabezaka,OVA,1,FALSE,2018,2018,,['David Production'],"['Horror', 'Mystery', 'Shounen', 'Supernatural', 'Based on a Manga']",['Explicit Violence'],646,36,7,4.096,417,
Penguin Highway,Movie,1,FALSE,2018,2018,,['Studio Colorido'],"['Fantasy', 'Mystery', 'Sci Fi', 'Birds', 'Family Friendly', 'Based on a Novel']",[],725,39,10,4.099,545,
Yakitate!! Japan,TV,69,FALSE,2004,2006,Fall,['Sunrise'],"['Comedy', 'Shounen', 'Baking', 'Food and Beverage', 'Parody', 'Tournaments', 'Based on a Manga']",[],6986,853,898,4.097,5803,
Durarara!! X2 The Third Arc: Dufufufu!,Other,1,FALSE,2016,2016,Spring,['Shuka'],['Supernatural'],[],2028,49,13,4.097,1172,
Read or Die,OVA,3,FALSE,2001,2002,,['Studio Deen'],"['Action', 'Sci Fi', 'Superpowers', 'Based on a Light Novel']",[],15555,273,274,4.098,10238,
Super Lovers OVA,OVA,2,FALSE,2017,2017,,['Studio Deen'],"['BL', 'Romance', 'Shounen-ai', 'Based on a Manga']",[],2181,300,51,4.096,1275,
Hellsing,TV,13,FALSE,2001,2002,Fall,['GONZO'],"['Action', 'Horror', 'Seinen', 'Conspiracy', 'England', 'Europe', 'Guns', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Supernatural', 'Vampires', 'Based on a Manga']","['Sexual Content', 'Violence']",60411,2637,2322,4.097,44707,
Super Lovers 2,TV,10,FALSE,2017,2017,Winter,['Studio Deen'],"['BL', 'Comedy', 'Drama', 'Romance', 'Shounen-ai', 'Slice of Life', 'Age Gap', 'Brother Complex', 'LGBT Themes', 'Opposites Attract', 'School Life', 'Siblings', 'Based on a Manga']",['Mature Themes'],4443,420,104,4.097,2937,
Towa no Quon 3: Mugen no Renza,Movie,1,FALSE,2011,2011,,['Bones'],"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",[],3362,34,13,4.096,2291,
Kino's Journey: Tower Country,OVA,1,FALSE,2005,2005,,['A.C.G.T.'],"['Adventure', 'Drama', 'Fantasy', 'Shorts']",[],2787,42,18,4.096,1931,
Hitorijime My Hero,TV,12,FALSE,2017,2017,Summer,['Encourage Films'],"['BL', 'Comedy', 'Drama', 'Shounen-ai', 'LGBT Themes', 'School Life', 'Student-Teacher Relationship', 'Based on a Manga']",[],5857,765,322,4.098,4210,
Ojii-san no Lamp,Movie,1,FALSE,2011,2011,Winter,['Telecom Animation Film'],"['Drama', 'Slice of Life', 'Anime Tamago', 'Countryside', 'Historical', 'Orphans', 'Original Work']",[],1257,13,12,4.095,1012,
Time Jam: Valerian & Laureline,TV,40,FALSE,2007,2008,,['Satelight'],"['Action', 'Adventure', 'Sci Fi', 'Outer Space', 'Time Travel']",[],199,41,28,4.095,151,
Minami-ke Okaeri,TV,13,FALSE,2009,2009,Winter,['asread'],"['Comedy', 'Seinen', 'Slice of Life', 'Gag', 'Siblings', 'Based on a Manga']",[],5821,314,167,4.095,4220,
Death Note Rewrite 1: Visions of a God,TV Special,1,FALSE,2007,2007,,['MADHOUSE'],"['Detectives', 'Mind Games', 'Psychological', 'Psychopaths', 'Rivalries', 'Shinigami', 'Supernatural', 'Vigilantes']",[],21109,260,152,4.094,12816,
The Eccentric Family,TV,13,FALSE,2013,2013,Summer,['P.A. Works'],"['Comedy', 'Drama', 'Fantasy', 'Slice of Life', 'Animal Transformation', 'Contemporary Fantasy', 'Family Life', 'Japanese Mythology', 'Non-Human Protagonists', 'Youkai', 'Based on a Novel']",[],4289,681,571,4.094,3760,
Aggretsuko (2016),TV,100,FALSE,2016,2018,Spring,['Fanworks'],"['Comedy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Coworkers', 'Non-Human Protagonists', 'Sanrio Characters', 'Short Episodes', 'Work Life', 'Original Work']",[],1883,566,163,4.095,1469,
Chivalry of a Failed Knight,TV,12,FALSE,2015,2015,Fall,"['SILVER LINK', 'Nexus']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Magic School', 'School Life', 'Swordplay', 'Tournaments', 'Urban Fantasy', 'Based on a Light Novel']",[],24263,1826,857,4.094,17632,
Little Busters! EX,DVD Special,8,FALSE,2014,2014,,['J.C. Staff'],"['School Life', 'Supernatural', 'Based on an Eroge', 'Based on a Visual Novel']",[],1675,221,51,4.093,1288,
Beyond the Boundary Movie: I'll Be Here - Past,Movie,1,FALSE,2015,2015,,['Kyoto Animation'],"['Action', 'Drama', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Recap', 'Urban Fantasy', 'Based on a Light Novel']",[],4517,81,32,4.092,2919,
To Love Ru: Darkness,TV,12,FALSE,2012,2012,Fall,['XEBEC'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Cohabitation', 'Interspecies Relationship', 'Love Triangle', 'Non-Human Protagonists', 'Panty Shots', 'Royalty', 'School Life', 'Based on a Manga']","['Nudity', 'Sexual Content']",12681,866,276,4.093,8776,
Gungrave,TV,26,FALSE,2003,2004,Fall,['MADHOUSE'],"['Action', 'Assassins', 'Gangs', 'Mercenaries', 'Noir', 'Superpowers', 'Based on a Video Game']",['Violence'],17107,1097,1309,4.093,13149,
A Letter to Momo,Movie,1,FALSE,2011,2011,,['Production I.G'],"['Comedy', 'Fantasy', 'Coming of Age', 'Countryside', 'Family Friendly', 'Island', 'Japanese Mythology', 'Lifestyle Change', 'Youkai', 'Original Work']",[],3864,60,42,4.092,2905,
Madangeul Naon Amtak,Movie,1,FALSE,2011,2011,,[],"['Adventure', 'Drama', 'Fantasy', 'Animal Protagonists', 'Birds', 'Family Friendly', 'Korean Animation', 'Non-Human Protagonists']",[],168,8,5,4.092,106,
Crest of the Stars,TV,13,FALSE,1999,1999,Winter,['Sunrise'],"['Sci Fi', 'Nobility', 'Outer Space', 'Space Opera', 'War', 'Based on a Novel']",[],6201,208,281,4.092,4331,
Kuroko's Basketball Movie 1: Winter Cup Highlights -Shadow and Light-,Movie,1,FALSE,2016,2016,Winter,['Production I.G'],"['Shounen', 'Sports', 'Basketball', 'Recap', 'School Club', 'Tournaments', 'Based on a Manga']",[],1594,45,23,4.091,850,24
Food Wars! Jump Festa 2016 Special,Other,1,FALSE,2016,2016,,['J.C. Staff'],"['Ecchi', 'Shounen', 'Slice of Life', 'Cooking', 'Food and Beverage', 'Based on a Manga']",[],3391,112,16,4.09,1979,23
Detective Conan Movie 09: Promo Special,Other,1,FALSE,2005,2005,,['TMS Entertainment'],"['Mystery', 'Shounen', 'Police']",[],170,4,5,4.09,75,15
Scissor Seven,Web,10,FALSE,2018,2018,Spring,[],"['Action', 'Comedy', 'Amnesia', 'Assassins', 'Birds', 'Chinese Animation']",[],364,55,21,4.084,290,
Servant x Service,TV,13,FALSE,2013,2013,Summer,['A-1 Pictures'],"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Coworkers', 'Work Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],6926,726,520,4.089,5701,
IDOLiSH7,TV,17,FALSE,2018,2018,Winter,['TROYCA'],"['Drama', 'Idols', 'Music', 'Showbiz', 'Based on a Mobile Game']",[],1182,441,125,4.091,906,
Hungry Days x One Piece,Other,4,FALSE,2019,2020,,['Shaft'],"['Commercials', 'Food and Beverage', 'Parody', 'Promotional', 'School Life', 'Short Episodes']",[],262,179,4,4.092,197,
The Place Promised in Our Early Days,Movie,1,FALSE,2004,2004,,['CoMix Wave Films'],"['Drama', 'Romance', 'Sci Fi', 'Childhood Promise', 'Original Work']",[],13965,250,168,4.088,10353,
Pandora Hearts,TV,25,FALSE,2009,2009,Spring,['XEBEC'],"['Action', 'Comedy', 'Fantasy', 'Mystery', 'Shounen', 'Alice in Wonderland', 'Nobility', 'Based on a Manga']",[],22727,3523,2170,4.088,18659,
To Love Ru: Darkness 2nd,,12,FALSE,2015,2015,Summer,['XEBEC'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Cohabitation', 'Interspecies Relationship', 'Love Triangle', 'Non-Human Protagonists', 'Panty Shots', 'Royalty', 'School Life', 'Based on a Manga']","['Nudity', 'Sexual Content']",6633,674,135,4.088,4575,10
Comedy,OVA,1,FALSE,2002,2002,,"['Production I.G', 'Studio 4°C']","['Action', 'Europe', 'Shorts', 'Supernatural', 'Swordplay', 'Vampires']",[],6748,81,60,4.087,5154,
Rakshasa Street,Web,24,FALSE,2016,2016,,['L2 Studio'],"['Action', 'Shounen', 'Chinese Animation', 'Supernatural']",[],667,258,55,4.087,482,
Kobato.,TV,24,FALSE,2009,2010,Fall,['MADHOUSE'],"['Comedy', 'Fantasy', 'Seinen', 'Iyashikei', 'Based on a Manga']",[],7366,1016,945,4.087,6202,
Tsubasa Reservoir Chronicle 2nd Season,TV,26,FALSE,2006,2006,Spring,['BEE TRAIN'],"['Adventure', 'Fantasy', 'Romance', 'Shounen', 'Amnesia', 'Curse', 'Fated Lovers', 'Based on a Manga']",[],13631,658,439,4.087,9080,
Shakugan no Shana III,TV,24,FALSE,2011,2012,Fall,['J.C. Staff'],"['Action', 'Drama', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Supernatural', 'Tsundere', 'Urban Fantasy', 'Based on a Light Novel']",[],12809,1339,517,4.086,9859,
Mobile Suit Gundam 00 Special Edition II: End of World,OVA,1,FALSE,2009,2009,,['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Original Work']",[],1896,23,18,4.086,841,
Psycho-Pass 2,TV,11,FALSE,2014,2014,Fall,['Tatsunoko Production'],"['Action', 'Sci Fi', 'Cyberpunk', 'Dystopia', 'Guns', 'Noir', 'noitaminA', 'Police', 'Psychopaths', 'Serial Killers', 'Thriller', 'Original Work']","['Animal Abuse', 'Explicit Violence', 'Mature Themes']",19444,1473,527,4.086,15209,
Ergo Proxy,TV,23,FALSE,2006,2006,Winter,['Manglobe'],"['Sci Fi', 'Androids', 'Conspiracy', 'Cyberpunk', 'Dystopia', 'Noir', 'Non-Human Protagonists', 'Post-apocalyptic', 'Robots', 'Superpowers', 'Original Work']",[],28757,3267,2720,4.086,25194,97
Haikara-San: Here Comes Miss Modern Part 1,Movie,1,FALSE,2017,2017,,['Nippon Animation'],"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Historical', 'War', 'Based on a Manga']",[],520,27,13,4.086,322,
Kingdom,TV,38,FALSE,2012,2013,Summer,['Studio Pierrot'],"['Action', 'Drama', 'Seinen', 'Ancient China', 'Historical', 'Political', 'Rebellions', 'Royalty', 'Swordplay', 'War', 'Based on a Manga', 'CG Animation']",[],3726,534,538,4.085,3172,
Shakugan no Shana,TV,24,FALSE,2005,2006,Fall,['J.C. Staff'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Supernatural', 'Tsundere', 'Urban Fantasy', 'Based on a Light Novel']",[],41698,2906,2716,4.085,31579,
Mobile Suit Gundam 00 Special Edition I: Celestial Being,OVA,1,FALSE,2009,2009,,['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Original Work']",[],2041,27,20,4.085,921,
Hidamari Sketch x 365 Specials,TV Special,2,FALSE,2009,2009,,['Shaft'],"['Comedy', 'Seinen', 'Art', 'Art School', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],1307,19,14,4.085,849,
Ani ni Tsukeru Kusuri wa Nai! 2,TV,24,FALSE,2018,2018,Summer,['Fanworks'],"['Comedy', 'Slice of Life', 'School Life', 'Short Episodes', 'Siblings', 'Based on a Manga']",[],916,168,27,4.09,681,
Yu-Gi-Oh! Movie 4: The Dark Side of Dimensions,Movie,1,FALSE,2016,2016,,['Gallop'],"['Shounen', 'Card Battles', 'Supernatural', 'Based on a Manga']",[],2430,80,13,4.082,1518,
Love Stage!!,TV,10,FALSE,2014,2014,Summer,['J.C. Staff'],"['BL', 'Comedy', 'Romance', 'Shounen-ai', 'Acting', 'Adult Couples', 'Crossdressing', 'LGBT Themes', 'Lifestyle Change', 'Mature Romance', 'Otaku Culture', 'Romantic Comedy', 'Showbiz', 'Based on a Manga']",['Sexual Content'],16134,1121,584,4.084,11336,
Tokyo Ravens,TV,24,FALSE,2013,2014,Fall,['8-Bit'],"['Action', 'Magic', 'Magic School', 'School Life', 'Supernatural', 'Based on a Light Novel']",[],14645,1809,1045,4.083,11274,
Mobile Suit Gundam 00 Special Edition III: Return the World,OVA,1,FALSE,2010,2010,,[],"['Action', 'Mecha', 'Sci Fi', 'Original Work']",[],1739,19,12,4.083,735,
Hori-san to Miyamura-kun (2018),OVA,1,FALSE,2018,2018,Winter,['GONZO'],"['Comedy', 'Romance', 'Shounen', 'Romantic Comedy', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],415,13,4,4.069,225,
Persona 4 the Animation: The Factor of Hope,Movie,1,FALSE,2012,2012,,['AIC A.S.T.A.'],"['Mystery', 'Recap', 'Supernatural', 'Based on a Video Game']",[],1396,54,19,4.08,724,
Lucky Star,TV,24,FALSE,2007,2007,Spring,['Kyoto Animation'],"['Comedy', 'Shounen', 'Slice of Life', 'Episodic', 'Gag', 'Otaku Culture', 'Parody', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],35381,4173,4484,4.082,30723,
Rage of Bahamut: Virgin Soul,TV,24,FALSE,2017,2017,Spring,['Mappa'],"['Action', 'Adventure', 'Fantasy', 'Angels', 'Animal Transformation', 'Animeism', 'Bounty Hunters', 'Demons', 'Dragons', 'Heaven', 'Magic', 'Monsters', 'Rebellions', 'Based on a Mobile Game']",[],4523,1311,423,4.083,4067,
A Certain Magical Index Movie: The Miracle of Endymion,Movie,1,FALSE,2013,2013,,['J.C. Staff'],"['Action', 'Sci Fi', 'Magic', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Light Novel']",[],6867,111,51,4.081,4490,
Kuroko's Basketball: NG-shuu,DVD Special,9,FALSE,2012,2013,Spring,['Production I.G'],"['Comedy', 'Shounen', 'Sports', 'Basketball', 'Based on a Manga']",[],5002,172,56,4.081,3158,
Yu Yu Hakusho Specials,DVD Special,2,FALSE,2018,2018,,['Studio Pierrot'],"['Action', 'Shounen', 'Afterlife', 'Demons', 'Hand to Hand Combat', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],527,35,5,4.08,350,
Naruto,TV,220,FALSE,2002,2007,Fall,['Studio Pierrot'],"['Action', 'Drama', 'Shounen', 'Japanese Mythology', 'Ninja', 'Revenge', 'Rivalries', 'Based on a Manga']",[],119474,16302,12124,4.08,97965,6
Pokemon: Twilight Wings,Web,5,TRUE,2020,,Winter,['Studio Colorido'],"['Fantasy', 'Slice of Life', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Short Episodes', 'Based on a Video Game']",[],,735,20,4.083,243,86
Fairy Tail Movie 1: Phoenix Priestess,Movie,1,FALSE,2012,2012,,['A-1 Pictures'],"['Action', 'Fantasy', 'Shounen', 'Magic', 'Based on a Manga']",[],17152,309,54,4.079,10465,
Gangsta.,TV,12,FALSE,2015,2015,Summer,['Manglobe'],"['Action', 'Seinen', 'Disability', 'Gangs', 'Based on a Manga']","['Drug Use', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Prostitution', 'Sexual Content']",15149,2732,1055,4.08,13008,
DAKAICHI -I'm being harassed by the sexiest man of the year-,TV,13,FALSE,2018,2018,Fall,['CloverWorks'],"['BL', 'Romance', 'Yaoi', 'Acting', 'Adult Couples', 'Blackmail', 'Mature Romance', 'Showbiz', 'Based on a Manga']",[],4029,1065,332,4.082,3134,
Mobile Suit Zeta Gundam,TV,50,FALSE,1985,1986,,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Outer Space', 'Political', 'Rivalries', 'Original Work']",[],5239,373,131,4.08,3387,
Girls und Panzer: This is the Real Anzio Battle!,OVA,1,FALSE,2014,2014,Summer,['Actas'],"['Action', 'Military', 'Military School', 'School Club', 'School Life', 'Tournaments', 'Original Work']",[],2035,22,10,4.079,1441,
Ace of the Diamond: Second Season OVA,OVA,2,FALSE,2016,2016,,"['Production I.G', 'MADHOUSE']","['Shounen', 'Sports', 'Baseball', 'School Club', 'Based on a Manga']",[],564,20,5,4.079,323,
New Game!,TV,12,FALSE,2016,2016,Summer,['Doga Kobo'],"['Comedy', 'Seinen', 'Coworkers', 'Iyashikei', 'Panty Shots', 'Video Game Industry', 'Work Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],7936,960,565,4.078,6413,
Kodocha,TV,102,FALSE,1996,1998,Winter,['Gallop'],"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Slice of Life', 'Acting', 'Idols', 'Opposites Attract', 'School Life', 'Showbiz', 'Based on a Manga']",[],5207,821,708,4.078,4463,
Macross: Do You Remember Love,Movie,1,FALSE,1984,1984,,['Tatsunoko Production'],"['Mecha', 'Romance', 'Sci Fi', 'Aliens', 'Love Triangle', 'Military', 'Outer Space', 'Space Opera', 'Transforming Mecha', 'War', 'Original Work']",['Nudity'],4241,38,42,4.078,2664,
One Piece Movie 4: Dead End Adventure,Movie,1,FALSE,2003,2003,,['Toei Animation'],"['Action', 'Adventure', 'Shounen', 'Pirates', 'Racing', 'Superpowers', 'Based on a Manga']",[],14312,68,47,4.078,7718,5
Full Metal Panic! The Second Raid: Episode 00,Other,1,FALSE,2005,2005,,['Kyoto Animation'],"['Action', 'Mecha', 'Shounen', 'Military', 'Real Robot', 'War', 'Based on a Light Novel']",[],7203,53,25,4.077,3930,
Cautious Hero: The Hero Is Overpowered but Overly Cautious,TV,12,FALSE,2019,2019,Fall,['WHITE FOX'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Demons', 'Gods', 'Isekai', 'Magic', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Summoned Into Another World', 'Based on a Light Novel']",['Violence'],8927,2262,565,4.076,7123,
Lupin III: Part II,TV,155,FALSE,1977,1980,Summer,['TMS Entertainment'],"['Action', 'Comedy', 'Seinen', 'Criminals', 'Episodic', 'Guns', 'Thieves', 'Based on a Manga']",[],1976,285,87,4.077,1362,
My Hero Academia: Training of the Dead,OVA,1,FALSE,2017,2017,Winter,['Bones'],"['Action', 'Comedy', 'Sci Fi', 'Shounen', 'Superheroes', 'Superpowers', 'Based on a Manga']",[],6585,228,17,4.078,3894,8
Kill Bill Chapter 3: The Origin of O-Ren,Movie,1,FALSE,2003,2003,Fall,['Production I.G'],"['Action', 'Shorts']",['Explicit Violence'],4057,13,9,4.076,2684,
Persona 3 The Movie 3: Falling Down,Movie,1,FALSE,2015,2015,,['A-1 Pictures'],"['Fantasy', 'Supernatural', 'Based on a Video Game']",[],1711,59,13,4.074,1148,99
Professor Layton and the Eternal Diva,Movie,1,FALSE,2009,2009,,"['OLM', 'P.A. Works']","['Fantasy', 'Mystery', 'Detectives', 'High Stakes Games']",[],2419,29,18,4.075,1745,
The Great Passage,TV,11,FALSE,2016,2016,Fall,['Zexcs'],"['Drama', 'Coworkers', 'Editors', 'noitaminA', 'Work Life', 'Based on a Novel']",[],2103,340,219,4.075,1876,
A Certain Magical Index,TV,24,FALSE,2008,2009,Fall,['J.C. Staff'],"['Action', 'Sci Fi', 'Magic', 'Supernatural', 'Superpowers', 'Based on a Light Novel']",[],37093,3930,2403,4.075,28502,
Sekirei: Pure Engagement,TV,13,FALSE,2010,2010,Summer,['Seven Arcs'],"['Ecchi', 'Harem', 'Seinen', 'Hand to Hand Combat', 'Panty Shots', 'Based on a Manga']","['Mature Themes', 'Physical Abuse']",18109,818,283,4.074,12682,
Cardcaptor Sakura,TV,70,FALSE,1998,2000,Spring,['MADHOUSE'],"['Fantasy', 'Magical Girl', 'Shoujo', 'Contemporary Fantasy', 'Family Friendly', 'Henshin Heroes', 'Magic', 'Monster-of-the-week', 'Urban Fantasy', 'Based on a Manga']",[],31273,2460,2823,4.074,23263,65
Mardock Scramble: The First Compression,Movie,1,FALSE,2010,2010,,['GoHands'],"['Sci Fi', 'Cyberpunk', 'Based on a Novel']","['Drug Use', 'Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",4423,158,64,4.074,3406,
Heaven’s Lost Property The Movie: The Angeloid of Clockwork,Movie,1,FALSE,2011,2011,,['AIC A.S.T.A.'],"['Comedy', 'Ecchi', 'Fantasy', 'Shounen', 'Angels', 'Panty Shots', 'Based on a Manga']",[],8592,191,53,4.073,5681,
Garo Movie: Divine Flame,Movie,1,FALSE,2016,2016,,['Mappa'],"['Action', 'Fantasy', 'Dark Fantasy', 'Demons', 'Magic', 'Medieval', 'Power Suits', 'Superheroes', 'Supernatural', 'Based on a TV Series']","['Explicit Violence', 'Nudity']",915,41,15,4.073,592,
